"treatment","rank","total","precent"
"DEOXYCHOLIC.ACID..BRD.BRD.K41170226.001.13.8.",7466,11653,64.0693383678023
"AMBRISENTAN..BRD.BRD.K41185545.001.02.3.",-1,9204,-0.0108648413733159
"LY310762..BRD.BRD.K41194171.003.09.7.",-1,10421,-0.00959600806064677
"KW.2478..BRD.BRD.K41213548.001.02.0.",83,8922,0.930284689531495
"ICOMUCRET..BRD.BRD.K41234004.001.03.1.",489,6705,7.29306487695749
"DEHYDROEPIANDROSTERONE..BRD.BRD.K41256143.001.12.7.",-1,8168,-0.0122428991185113
"VALPROIC.ACID..BRD.BRD.K41260949.236.16.8.",-1,8790,-0.0113765642775882
"DHBP..BRD.BRD.K41262162.303.11.9.",1458,7063,20.6427863514087
"F351..BRD.BRD.K41267922.001.01.4.",9418,11132,84.602946460654
"CUDC.101..BRD.BRD.K41278234.001.03.0.",2553,6979,36.5811720876916
"TETRAETHYLENEPENTAMINE..BRD.BRD.K41298358.395.03.4.",3553,8586,41.3813184253436
"HA.966..S.......BRD.BRD.K41304947.001.03.2.",2441,9452,25.825222175201
"GW.441756..BRD.BRD.K41312087.001.02.7.",2831,9462,29.9196787148594
"ZM.306416..BRD.BRD.K41337261.001.03.0.",-1,5008,-0.0199680511182109
"SULFAPYRIDINE..BRD.BRD.K41406082.001.16.2.",584,11026,5.29657173952476
"BALSALAZIDE..BRD.BRD.K41410256.304.02.2.",-1,10053,-0.00994727941907888
"RN.1..BRD.BRD.K41415459.300.02.9.",-1,6700,-0.0149253731343284
"ORG.9768..BRD.BRD.K41434598.003.01.9.",-1,10488,-0.009534706331045
"PERAMPANEL..BRD.BRD.K41438959.001.01.7.",-1,7497,-0.0133386688008537
"ALFAXALONE..BRD.BRD.K41445866.001.18.8.",-1,7339,-0.0136258345823682
"NALOXEGOL..BRD.BRD.K41458421.034.01.6.",6717,10754,62.4604798214618
"BISPHENOL.A..BRD.BRD.K41494493.001.13.8.",-1,11422,-0.00875503414463316
"CABAGIN..BRD.BRD.K41504985.003.02.9.",-1,9717,-0.0102912421529279
"PARACETAMOL..BRD.BRD.K41524689.001.23.5.",-1,7664,-0.0130480167014614
"PURVALANOL.B..BRD.BRD.K41564320.001.02.0.",-1,12526,-0.00798339453935814
"SB.334867..BRD.BRD.K41567364.001.04.6.",3040,8138,37.355615630376
"COUMOPHOS..BRD.BRD.K41567533.001.08.3.",9038,11789,76.6646874204767
"X7.METHYLXANTHINE..BRD.BRD.K41592905.001.01.6.",7681,12652,60.7097692064496
"LONAFARNIB..BRD.BRD.K41599323.001.02.3.",581,9677,6.0039268368296
"AZD3759..BRD.BRD.K41626799.001.01.1.",-1,6005,-0.0166527893422148
"TECALCET..BRD.BRD.K41662846.003.01.5.",1576,10781,14.6183099897969
"EC.144..BRD.BRD.K41705163.001.01.1.",2540,9122,27.8447708835782
"CERAMIDE..BRD.BRD.K41707108.001.05.6.",7130,8022,88.8805784093742
"E.4031..BRD.BRD.K41713976.300.02.6.",3204,8045,39.8259788688626
"TRICLOSAN..BRD.BRD.K41731458.001.15.1.",6656,7396,89.9945916711736
"TOLIMIDONE..BRD.BRD.K41772907.001.01.2.",6063,7518,80.6464485235435
"CB.03.01..BRD.BRD.K41779183.001.01.2.",5935,7875,75.3650793650794
"STA.5326..BRD.BRD.K41783120.001.02.8.",3456,7311,47.2712351251539
"X1.3.DIPROPYL.8.PHENYLXANTHINE..BRD.BRD.K41853443.001.02.9.",3574,6187,57.7662841441733
"AUY..BRD.BRD.K41859756.001.06.8.",398,8577,4.64031712720065
"X2.HYDROXYETHYL.SALICYLATE..BRD.BRD.K41866823.001.01.3.",-1,12932,-0.00773275595422209
"X2.PHENYLMELATONIN..BRD.BRD.K41869275.001.02.8.",5894,7660,76.9451697127937
"TIOXOLONE..BRD.BRD.K41876534.001.13.7.",-1,7699,-0.0129886998311469
"JNJ.27141491..BRD.BRD.K41895652.001.02.9.",-1,11273,-0.00887075312694048
"A.769662..BRD.BRD.K41918892.001.05.9.",8252,8547,96.5484965484965
"CURCUMOL..BRD.BRD.K41933240.001.02.4.",-1,10058,-0.00994233446013124
"OT.R.ANTAGONIST.1..BRD.BRD.K42009284.001.01.1.",10116,10782,93.8230383973289
"PYRIDOXAL.ISONICOTINOYL.HYDRAZONE..BRD.BRD.K42019693.001.01.5.",3441,10340,33.2785299806576
"LOREDIPLON..BRD.BRD.K42066335.001.01.0.",1637,10127,16.1647082057865
"TRICHLOROACETIC.ACID..BRD.BRD.K42090719.001.06.5.",3089,9730,31.7471736896197
"DAIDZEIN..BRD.BRD.K42095107.001.17.1.",6236,9443,66.0383352748067
"PROTRIPTYLINE..BRD.BRD.K42098891.003.20.5.",1851,8560,21.6238317757009
"ALARELIN..BRD.BRD.K42140276.402.01.4.",-1,9805,-0.0101988781234064
"BKM120..BRD.BRD.K42191735.001.05.3.",1823,7822,23.3060598312452
"NNC.711..BRD.BRD.K42221274.003.07.7.",3962,9738,40.6859724789485
"EZETIMIBE..BRD.BRD.K42260897.001.07.6.",5386,8997,59.8643992441925
"EZETIMIBE..BRD.BRD.K42260897.001.09.2.",61,7964,0.765946760421899
"AR.C155858..BRD.BRD.K42325600.001.01.8.",1749,11808,14.8119918699187
"CYCLOBENZAPRINE..BRD.BRD.K42348709.003.13.1.",2832,7730,36.6364812419146
"ANANDAMIDE..BRD.BRD.K42352790.001.05.3.",-1,10410,-0.00960614793467819
"BUTORPHANOL.....TARTRATE..BRD.BRD.K42417338.045.01.9.",-1,9823,-0.0101801893515219
"AZ20..BRD.BRD.K42436189.001.01.2.",358,9386,3.81419134881739
"EO.1428..BRD.BRD.K42452249.001.02.5.",-1,6230,-0.0160513643659711
"TASISULAM..BRD.BRD.K42495768.001.01.7.",4834,10919,44.2714534298013
"SATRAPLATIN..BRD.BRD.K42497885.001.01.1.",304,8733,3.48104889499599
"CGP.57380..BRD.BRD.K42500029.001.03.5.",-1,8416,-0.0118821292775665
"NORELGESTROMIN..BRD.BRD.K42504537.001.01.6.",6295,9408,66.9111394557823
"EPPTB..BRD.BRD.K42536037.001.01.3.",3804,10843,35.082541731993
"YM.58483..BRD.BRD.K42563464.001.01.9.",-1,11690,-0.00855431993156544
"BML.284..BRD.BRD.K42624714.001.04.1.",1142,10030,11.3858424725823
"SF.11..BRD.BRD.K42629487.001.09.9.",-1,8064,-0.0124007936507937
"VERUBULIN..BRD.BRD.K42673188.001.01.1.",1256,10310,12.1823472356935
"Y.27152..BRD.BRD.K42679050.001.02.1.",6078,11038,55.064323246965
"INFIGRATINIB..BRD.BRD.K42728290.001.09.1.",7581,11078,68.4329301317927
"XE.991..BRD.BRD.K42748308.300.02.0.",1672,5928,28.2051282051282
"EPIANDROSTERONE..BRD.BRD.K42756753.001.01.9.",1516,10060,15.0695825049702
"AZD.9291..BRD.BRD.K42805893.001.04.9.",-1,5770,-0.0173310225303293
"ZILPATEROL..BRD.BRD.K42816473.001.01.0.",7020,11180,62.7906976744186
"SU.11248..BRD.BRD.K42828737.044.09.0.",2118,9965,21.254390366282
"CFM.2..BRD.BRD.K42859542.001.03.3.",3822,9025,42.3490304709141
"AY.22989..BRD.BRD.K42898655.001.01.8.",299,9903,3.0192870847218
"ACETOPHENAZINE..BRD.BRD.K42938903.332.01.1.",5118,9054,56.5275016567263
"AMD11070..BRD.BRD.K42948882.305.01.1.",-1,9707,-0.0103018440300814
"TRANS.2.UNDECENOIC.ACID..BRD.BRD.K42959922.001.01.5.",5264,7738,68.0279141897131
"CHIR.98014..BRD.BRD.K42973005.001.04.0.",6852,7743,88.4928322355676
"MIBAMPATOR..BRD.BRD.K42981054.001.01.9.",306,6760,4.52662721893491
"CREATINOL.PHOSPHATE..BRD.BRD.K42991124.001.03.0.",3622,9474,38.2309478572936
"SR.33805..BRD.BRD.K43002771.034.01.6.",-1,7074,-0.0141362736782584
"ADD.233089..BRD.BRD.K43055376.001.01.2.",6774,7412,91.3923367512142
"GALLAMINE.TRIETHIODIDE..BRD.BRD.K43106192.320.11.8.",3495,7867,44.4260836405237
"MYRICETIN..BRD.BRD.K43149758.001.22.7.",-1,11443,-0.00873896705409421
"CHOLIC.ACID..BRD.BRD.K43164539.001.11.5.",-1,7861,-0.012721027859051
"C34..BRD.BRD.K43167535.001.01.3.",8976,11563,77.6269134307706
"GDC.0349..BRD.BRD.K43187018.001.03.3.",602,8387,7.17777512817456
"X3.INDOLEBUTYRIC.ACID..BRD.BRD.K43187796.001.02.3.",-1,8252,-0.0121182743577315
"METHYLLYCACONITINE..BRD.BRD.K43192255.048.03.6.",-1,7917,-0.0126310471138057
"CRISABOROLE..BRD.BRD.K43230258.001.01.4.",7310,11541,63.3393986656269
"POLYDATIN..BRD.BRD.K43236057.001.07.1.",62,9563,0.64833211335355
"ROCURONIUM..BRD.BRD.K43305603.004.02.8.",-1,10090,-0.00991080277502478
"MK.2295..BRD.BRD.K43316319.001.01.8.",724,8732,8.29134218964727
"JTE.013..BRD.BRD.K43330982.001.04.9.",-1,9422,-0.0106134578645723
"ATGLISTATIN..BRD.BRD.K43363084.001.01.3.",-1,10958,-0.00912575287461216
"FLOPROPIONE..BRD.BRD.K43383936.001.05.2.",-1,7059,-0.0141663125088539
"DAUNORUBICIN..BRD.BRD.K43389675.003.16.7.",765,6429,11.899206719552
"DAUNORUBICIN..BRD.BRD.K43389675.003.20.9.",1093,6633,16.4782149856777
"BMS.387032..BRD.BRD.K43389698.001.09.9.",53,6407,0.827220227875761
"MLN2480..BRD.BRD.K43410529.001.02.3.",-1,10187,-0.00981643270835378
"WY.16922..BRD.BRD.K43419711.001.01.4.",11004,11344,97.0028208744711
"PF.4800567..BRD.BRD.K43428468.003.04.0.",85,11492,0.739644970414201
"ARQ.621..BRD.BRD.K43436647.001.01.7.",456,9834,4.63697376449054
"ONCRASIN.1..BRD.BRD.K43449605.001.01.0.",-1,9027,-0.0110778774786751
"ACETAZOLAMIDE..BRD.BRD.K43457670.001.27.8.",-1,9281,-0.0107747010020472
"BIRABRESIB..BRD.BRD.K43471985.001.03.0.",526,8465,6.21382161842882
"BIRABRESIB..BRD.BRD.K43471985.001.05.5.",385,7974,4.82819162277402
"GELDANAMYCIN..BRD.BRD.K43570081.001.02.4.",1435,8044,17.8393833913476
"DEFACTINIB..BRD.BRD.K43578482.001.01.4.",939,6632,14.1586248492159
"LACIDIPINE..BRD.BRD.K43586850.001.02.9.",-1,7268,-0.0137589433131535
"CP.673451..BRD.BRD.K43621685.001.02.5.",207,6453,3.20781032078103
"WP1130..BRD.BRD.K43644456.001.04.0.",590,6245,9.44755804643715
"NERBACADOL..BRD.BRD.K43647122.001.01.3.",-1,10417,-0.00959969280983008
"OPIPRAMOL..BRD.BRD.K43786866.300.02.3.",-1,8767,-0.0114064104026463
"GENISTEIN..BRD.BRD.K43797669.001.30.4.",5462,8134,67.1502335874109
"AMG.837..BRD.BRD.K43802723.340.01.9.",-1,10970,-0.00911577028258888
"CAMOSTAT.MESILATE..BRD.BRD.K43806473.066.02.1.",4312,9997,43.1329398819646
"MPS1.IN.5..BRD.BRD.K43812936.001.01.9.",337,5427,6.20969227934402
"PRUVANSERIN..BRD.BRD.K43837174.003.01.3.",-1,8456,-0.0118259224219489
"IOBENGUANE..BRD.BRD.K43860855.065.11.9.",-1,7310,-0.0136798905608755
"ILEPCIMIDE..BRD.BRD.K43873574.001.01.8.",-1,9457,-0.0105741778576716
"PREGNENOLONE..BRD.BRD.K43880410.001.14.4.",-1,9580,-0.0104384133611691
"LEVOBETAXOLOL..BRD.BRD.K43883465.003.02.9.",-1,13444,-0.00743826242189824
"DOPAMINE..BRD.BRD.K43887077.003.26.3.",-1,9669,-0.0103423311614438
"GEMCADIOL..BRD.BRD.K43890836.001.01.6.",8998,11335,79.3824437582708
"AMG.176..BRD.BRD.K43900408.001.02.9.",-1,8033,-0.0124486493215486
"L.798.106..BRD.BRD.K43905307.001.01.2.",2985,5824,51.2534340659341
"CDK9.IN.6..BRD.BRD.K43914553.001.01.5.",1972,10601,18.6020186774833
"BIBN4096..BRD.BRD.K43927145.001.01.2.",6557,10614,61.7768984360279
"PENICILLIN.V.POTASSIUM..BRD.BRD.K43966364.237.04.8.",-1,8239,-0.0121373953149654
"TERUTROBAN..BRD.BRD.K43975632.001.01.1.",5556,8738,63.584344243534
"THYMOPENTIN..BRD.BRD.K43977121.001.06.9.",9463,12998,72.8035082320357
"ZONIPORIDE..BRD.BRD.K43992824.300.01.0.",452,9035,5.00276701715551
"ACEFYLLINE..BRD.BRD.K44004064.001.07.3.",2041,7875,25.9174603174603
"HYODEOXYCHOLIC.ACID..BRD.BRD.K44009692.001.02.3.",7470,9190,81.2840043525571
"MRK.016..BRD.BRD.K44022883.001.01.7.",-1,10812,-0.00924898261191269
"PONESIMOD..BRD.BRD.K44030614.001.01.6.",989,7445,13.2840832773674
"PK.THPP..BRD.BRD.K44043890.001.01.4.",-1,6935,-0.0144196106705119
"FLUFENAMIC.ACID..BRD.BRD.K44067360.001.30.3.",3857,8329,46.3080802017049
"Y.27632..BRD.BRD.K44084986.300.08.4.",235,10752,2.18563988095238
"FLUPRAZINE..BRD.BRD.K44091134.001.01.9.",5751,8869,64.8438380877213
"PHENYL.SALICYLATE..BRD.BRD.K44091963.001.04.9.",5649,10154,55.6332479810912
"SULBACTAM..BRD.BRD.K44133266.001.10.0.",-1,12576,-0.00795165394402036
"PUMOSETRAG..BRD.BRD.K44164034.003.01.1.",9790,10981,89.1539932610873
"OSPEMIFENE..BRD.BRD.K44184170.001.01.7.",9507,10433,91.1243170708329
"AP.24534..BRD.BRD.K44227013.001.06.4.",1007,5125,19.6487804878049
"TOLNAFTATE..BRD.BRD.K44273375.001.25.0.",6802,8779,77.4803508372252
"ACARBOSE..BRD.BRD.K44276885.001.07.4.",-1,9352,-0.0106928999144568
"DEXNIGULDIPINE..BRD.BRD.K44309363.003.02.1.",-1,5169,-0.0193461017604953
"NATEGLINIDE..BRD.BRD.K44353683.001.08.3.",3650,9442,38.6570641813175
"ANACETRAPIB..BRD.BRD.K44366189.001.01.9.",-1,8992,-0.0111209964412811
"PHIKAN.083..BRD.BRD.K44400149.003.02.9.",-1,11741,-0.00851716208159441
"X2.METHOXYESTRADIOL..BRD.BRD.K44408410.001.17.6.",920,7940,11.5869017632242
"ML.228..BRD.BRD.K44432556.001.05.5.",522,8659,6.02840974708396
"PIDOTIMOD..BRD.BRD.K44442813.001.12.9.",2378,9933,23.9404006845867
"BAY.W.9798..BRD.BRD.K44471774.001.01.8.",-1,5770,-0.0173310225303293
"TU.2100..BRD.BRD.K44590731.001.01.7.",7721,11180,69.0608228980322
"BROMOSPORINE..BRD.BRD.K44665581.001.01.8.",4542,8617,52.7097597771846
"LDC1267..BRD.BRD.K44715996.001.01.0.",-1,9964,-0.0100361300682457
"AL.8697..BRD.BRD.K44731351.001.01.6.",9428,12138,77.6734223101005
"IBUTAMOREN..BRD.BRD.K44771174.066.01.0.",-1,9605,-0.0104112441436752
"FH1..BRD.BRD.K44777625.001.03.5.",-1,8747,-0.0114324911398194
"BECLAMIDE..BRD.BRD.K44824027.001.02.1.",-1,8585,-0.011648223645894
"ZAPA..BRD.BRD.K44825564.065.01.4.",-1,6241,-0.0160230732254446
"VISMODEGIB..BRD.BRD.K44827188.001.06.0.",-1,8666,-0.0115393491807062
"TASELISIB..BRD.BRD.K44844162.001.01.6.",-1,6158,-0.016239038648912
"ASTILBIN..BRD.BRD.K44845912.001.02.9.",-1,10468,-0.00955292319449752
"CAPSAZEPINE..BRD.BRD.K44849676.001.10.5.",-1,9877,-0.010124531740407
"GPI.1046..BRD.BRD.K44869961.001.01.6.",-1,9785,-0.0102197240674502
"ZOLPIDEM..BRD.BRD.K44876623.001.03.7.",-1,5624,-0.0177809388335704
"FOMOCAINE..BRD.BRD.K44942188.001.09.1.",753,11108,6.77889809146561
"PENTOLINIUM..BRD.BRD.K44942604.346.05.4.",700,9826,7.12395684917566
"HQK.1001..BRD.BRD.K44963273.001.06.9.",7149,9703,73.6782438421107
"TICAGRELOR..BRD.BRD.K44974079.001.01.3.",3149,11524,27.3255813953488
"ATENOLOL......BRD.BRD.K44993696.001.12.3.",6669,8913,74.8232918209357
"EPHEDRINE..BRD.BRD.K45014108.003.01.8.",6171,9566,64.5097219318419
"FAMCICLOVIR..BRD.BRD.K45033733.001.12.2.",2141,8153,26.2602722924077
"TC.H.106..BRD.BRD.K45044657.001.01.4.",1432,7693,18.614324710776
"TETRACAINE..BRD.BRD.K45071273.003.25.6.",-1,7866,-0.0127129417747267
"SULFAGUANIDINE..BRD.BRD.K45086103.001.15.5.",-1,9200,-0.0108695652173913
"SULFAGUANIDINE..BRD.BRD.K45086103.001.16.3.",8418,9268,90.8286577470868
"MEZLOCILLIN..BRD.BRD.K45114938.236.01.8.",-1,6945,-0.0143988480921526
"Y.26763..BRD.BRD.K45117373.001.02.9.",-1,9385,-0.0106553010122536
"ZOLIMIDINE..BRD.BRD.K45125084.001.01.4.",5826,10590,55.014164305949
"MERBARONE..BRD.BRD.K45152786.001.08.4.",1225,11645,10.519536281666
"MERBARONE..BRD.BRD.K45152786.001.09.9.",6623,8255,80.2301635372501
"VALSARTAN..BRD.BRD.K45158365.001.11.4.",-1,11094,-0.00901388137732108
"MIDAFOTEL..BRD.BRD.K45163704.001.01.5.",-1,11760,-0.00850340136054422
"SB.756050..BRD.BRD.K45168550.001.01.9.",142,8158,1.74062270164256
"MEQUINOL..BRD.BRD.K45216060.001.10.0.",272,11204,2.42770439128883
"MEQUINOL..BRD.BRD.K45216060.001.11.8.",4272,10376,41.1719352351581
"SUCCINIC.ACID..BRD.BRD.K45238818.001.02.6.",5281,9722,54.3200987451142
"URSODEOXYCHOLYLTAURINE..BRD.BRD.K45245728.335.01.4.",6476,8035,80.5973864343497
"CLOFIBRATE..BRD.BRD.K45252063.001.13.6.",-1,8045,-0.0124300807955252
"BETRIXABAN..BRD.BRD.K45275534.001.01.3.",-1,8215,-0.0121728545343883
"X7.HYDROXYSTAUROSPORINE..BRD.BRD.K45293975.001.02.0.",1458,6643,21.9479150986
"DIETHYLSTILBESTROL..BRD.BRD.K45330754.001.21.7.",-1,7155,-0.0139762403913347
"SX.011..BRD.BRD.K45385835.001.02.4.",4026,9169,43.9088232086378
"BETULINIC.ACID..BRD.BRD.K45401373.001.20.9.",1876,8605,21.8012783265543
"BETULINIC.ACID..BRD.BRD.K45401373.001.22.5.",5927,7673,77.2448846604978
"SCH.23390..BRD.BRD.K45435259.003.11.1.",-1,10742,-0.00930925339787749
"X5.METHYLFURMETHIODIDE..BRD.BRD.K45437867.005.03.3.",4973,5922,83.9750084430935
"JZL.184..BRD.BRD.K45446451.001.05.0.",-1,8142,-0.0122819945959224
"VU0361737..BRD.BRD.K45462423.001.03.7.",-1,10419,-0.00959785008158173
"BP.554..BRD.BRD.K45479396.050.01.5.",1452,10955,13.2542218165221
"DELIVERT..BRD.BRD.K45503887.001.01.1.",3727,10994,33.9003092595961
"RN.1747..BRD.BRD.K45519571.001.01.8.",-1,7470,-0.0133868808567604
"M.344..BRD.BRD.K45528773.001.06.4.",5168,10034,51.5048833964521
"M.344..BRD.BRD.K45528773.001.07.2.",1841,7798,23.6086175942549
"DIETHYLCARBAMAZINE..BRD.BRD.K45542189.048.22.1.",8543,9923,86.092915448957
"MPI.0479605..BRD.BRD.K45551181.001.02.1.",447,8507,5.25449629716704
"X3..FLUOROBENZYLSPIPERONE..BRD.BRD.K45662124.050.01.5.",-1,9593,-0.0104242676951944
"PREDNISOLONE.ACETATE..BRD.BRD.K45664306.001.19.6.",-1,5235,-0.0191021967526266
"ANGUIDINE..BRD.BRD.K45724504.001.01.6.",196,6763,2.89812213514712
"CC.401..BRD.BRD.K45746021.003.01.9.",7199,13044,55.1901257283042
"IU1..BRD.BRD.K45841694.001.11.7.",-1,10292,-0.00971628449280995
"AZAPERONE..BRD.BRD.K45861246.001.13.4.",-1,11733,-0.00852296940253985
"XBD173..BRD.BRD.K45875383.001.01.2.",2176,10253,21.2230566663416
"PRESATOVIR..BRD.BRD.K45906612.001.01.8.",-1,9246,-0.0108154877784988
"WZ.4003..BRD.BRD.K45909031.001.01.5.",7358,11479,64.0996602491506
"DANOFLOXACIN..BRD.BRD.K45916615.066.02.5.",150,6071,2.47076264206885
"AMRINONE..BRD.BRD.K45924332.001.16.8.",3653,8359,43.701399688958
"WR99210..BRD.BRD.K45973863.001.01.4.",3186,10183,31.2874398507316
"AURANOFIN..BRD.BRD.K45995181.001.04.6.",1187,6470,18.3462132921175
"BEZAFIBRATE..BRD.BRD.K46018455.001.27.6.",6833,10876,62.8264067671938
"DESOGESTREL..BRD.BRD.K46061689.001.01.9.",5572,9160,60.8296943231441
"NXY.059..BRD.BRD.K46133855.304.03.8.",5329,9628,55.3489821354383
"RS.67333..BRD.BRD.K46142322.003.02.4.",-1,10553,-0.00947597839476926
"PRAVADOLINE..BRD.BRD.K46209126.001.06.4.",-1,9101,-0.0109878035380727
"TOLAZOLINE..BRD.BRD.K46211610.003.26.7.",-1,9387,-0.010653030787259
"GABA.LINOLEAMIDE..BRD.BRD.K46254452.001.01.5.",-1,9871,-0.0101306858474319
"PRELADENANT..BRD.BRD.K46290096.001.01.1.",6153,11106,55.4024851431659
"PROADIFEN..BRD.BRD.K46317332.003.17.8.",-1,9415,-0.0106213489113117
"ETHYNODIOL.DIACETATE..BRD.BRD.K46331928.001.05.8.",9609,10693,89.8625268867483
"ETHYNODIOL.DIACETATE..BRD.BRD.K46331928.001.06.6.",6994,9898,70.6607395433421
"UNC.3230..BRD.BRD.K46344388.001.01.3.",-1,10322,-0.00968804495252858
"O.3M3FBS..BRD.BRD.K46384212.001.02.9.",-1,10152,-0.00985027580772262
"DSR.6434..BRD.BRD.K46384285.001.02.9.",4106,13921,29.4950075425616
"ARRY.334543..BRD.BRD.K46386702.001.02.1.",-1,6335,-0.015785319652723
"TG.100713..BRD.BRD.K46392623.001.02.5.",6439,10399,61.919415328397
"ACETRIAZOIC.ACID..BRD.BRD.K46416130.001.07.7.",5719,7584,75.4087552742616
"HYMECROMONE..BRD.BRD.K46424862.001.14.1.",3631,10644,34.1131153701616
"LIOTHYRONINE..ISOMER...BRD.BRD.K46428823.001.02.5.",1600,9954,16.073940124573
"TRICHLOROETHYLENE..BRD.BRD.K46435528.001.04.4.",9733,11317,86.0033577803305
"VALACICLOVIR..BRD.BRD.K46435977.003.11.1.",-1,12400,-0.00806451612903226
"SACCHARIN..BRD.BRD.K46493214.001.06.7.",-1,9835,-0.0101677681748856
"PRAMOXINE..BRD.BRD.K46523383.003.22.9.",4602,9480,48.5443037974684
"METHYLBENZETHONIUM.CHLORIDE..BRD.BRD.K46531780.003.19.7.",974,6427,15.1548156215964
"POTASSIUM.CANRENOATE..BRD.BRD.K46556543.001.01.4.",-1,8833,-0.0113211819313936
"POTASSIUM.CANRENOATE..BRD.BRD.K46556543.237.10.5.",-1,10829,-0.00923446301597562
"PHENSERINE..BRD.BRD.K46580984.001.03.6.",3663,10142,36.117136659436
"ACETYLSALICYLSALICYLIC.ACID..BRD.BRD.K46585355.001.14.3.",699,9841,7.10293669342547
"OZANIMOD..BRD.BRD.K46625559.001.01.8.",1889,7590,24.8880105401845
"L.838417..BRD.BRD.K46647427.001.02.0.",-1,10761,-0.00929281665272744
"GALLIUM.TRIQUINOLIN.8.OLATE..BRD.BRD.K46648676.001.01.8.",7695,8610,89.3728222996516
"ZOFENOPRIL.CALCIUM..BRD.BRD.K46654563.238.01.0.",761,9725,7.82519280205655
"KP.1212..BRD.BRD.K46690591.001.01.2.",5541,11378,48.6992441553876
"UMECLIDINIUM..BRD.BRD.K46692793.004.01.8.",2204,8691,25.3595673685422
"FESOTERODINE..BRD.BRD.K46731503.050.01.8.",-1,10001,-0.00999900009999
"KML29..BRD.BRD.K46734292.001.03.6.",6841,10459,65.4077827708194
"CAFESTOL..BRD.BRD.K46741531.001.02.4.",-1,9991,-0.0100090081072966
"ALOSETRON..BRD.BRD.K46742498.003.11.0.",-1,11766,-0.00849906510283869
"S.14506..BRD.BRD.K46766488.003.02.0.",4692,11221,41.8144550396578
"STANOZOLOL..BRD.BRD.K46791647.001.01.2.",8957,12524,71.5186841264772
"CINEPAZIDE..BRD.BRD.K46839850.050.04.2.",2545,8611,29.5552200673557
"ZOTAROLIMUS..BRD.BRD.K46843573.001.01.9.",3553,10335,34.3783260764393
"METYRAPONE..BRD.BRD.K46862739.001.14.3.",3436,7533,45.6126377273331
"DIBENZOTHIOPHENE..BRD.BRD.K46863940.001.06.2.",-1,9004,-0.0111061750333185
"GDC.0623..BRD.BRD.K46908090.001.02.2.",-1,5093,-0.0196347928529354
"ZIMELIDINE..BRD.BRD.K46914825.300.01.0.",8815,8970,98.2720178372352
"PHENAZONE..BRD.BRD.K46937689.001.15.0.",-1,8380,-0.0119331742243437
"CEFOZOPRAN..BRD.BRD.K46970505.003.01.9.",254,9342,2.71890387497324
"CLOXYQUIN..BRD.BRD.K46982791.001.09.4.",5554,11854,46.8533828243631
"CYTOCHALASIN.B..BRD.BRD.K47000838.001.01.6.",1061,7814,13.5781929869465
"TRANYLCYPROMINE..BRD.BRD.K47029922.003.10.9.",-1,6862,-0.014573010784028
"EUPATILIN..BRD.BRD.K47031502.001.01.6.",6373,9239,68.9793267669661
"BAN.ORL.24..BRD.BRD.K47049295.300.01.5.",-1,8307,-0.0120380402070543
"CETRIMONIUM..BRD.BRD.K47079459.004.04.6.",1527,5769,26.4690587623505
"PF.06651600..BRD.BRD.K47084954.001.02.9.",-1,7503,-0.0133280021324803
"TALNETANT..BRD.BRD.K47095176.001.01.6.",-1,13162,-0.00759762953958365
"AG.490..BRD.BRD.K47105409.001.14.5.",4208,8187,51.3985586906071
"CHLOROGENIC.ACID..BRD.BRD.K47114202.001.14.6.",5016,9217,54.4211782575675
"KI.8751..BRD.BRD.K47150025.001.05.3.",1626,10478,15.5182286695934
"RHODAMINE.123..BRD.BRD.K47169076.003.01.6.",2819,8511,33.1218423217013
"DAPT..BRD.BRD.K47177710.001.03.1.",-1,9203,-0.0108660219493643
"ICOSAPENT..BRD.BRD.K47192521.001.05.4.",2349,12886,18.2290858295825
"ACEDOBEN..BRD.BRD.K47195926.001.06.6.",2216,10418,21.2708773277021
"PSORALEN..BRD.BRD.K47264279.001.08.9.",-1,8210,-0.0121802679658952
"DIPHENHYDRAMINE..BRD.BRD.K47278471.003.26.3.",543,11890,4.56686291000841
"AZD.8186..BRD.BRD.K47289408.001.01.5.",-1,7674,-0.0130310138128746
"METHAPYRILENE..BRD.BRD.K47323024.003.24.4.",-1,10045,-0.00995520159283225
"X4..4.FLUOROBENZOYL..1..4.PHENYLBUTYL..PIPERIDINE..BRD.BRD.K47337578.034.02.5.",4079,8870,45.9864712514092
"ECABAPIDE..BRD.BRD.K47371940.001.01.6.",7181,8311,86.4035615449404
"JNJ.1661010..BRD.BRD.K47376733.001.08.1.",1001,7156,13.9882615986585
"NIFENAZONE..BRD.BRD.K47407372.001.17.1.",6931,8762,79.1029445332116
"LH846..BRD.BRD.K47409078.001.02.6.",36,8718,0.412938747419133
"NK.252..BRD.BRD.K47441935.001.02.9.",-1,8681,-0.0115194102061974
"ANISINDIONE..BRD.BRD.K47458712.001.20.7.",7388,12057,61.2756075308949
"AZASERINE..BRD.BRD.K47464228.001.14.9.",-1,12332,-0.00810898475510866
"ALCLOFENAC..BRD.BRD.K47492008.001.02.7.",104,12001,0.866594450462461
"TETRADECYLTHIOACETIC.ACID..BRD.BRD.K47539947.001.03.7.",-1,7768,-0.0128733264675592
"EPEREZOLID..BRD.BRD.K47554101.001.01.2.",1488,9385,15.8550879062334
